Address,Price,Links,Dates,Details
"6825 W Mississippi Avenue Lot 17, Lakewood, CO 80226","$84,000 ",https://www.zillow.com/homedetails/6825-W-Mississippi-Ave-LOT-17-Lakewood-CO-80226/63366641_zpid/,29 days on Zillow From 2023-08-23,2 bds2 ba938 sqft
"1635 Ingalls Street, Lakewood, CO 80214","$1,700,000 ",https://www.zillow.com/homedetails/1635-Ingalls-St-Lakewood-CO-80214/13750041_zpid/,3D Tour From 2023-08-23,"5 bds4 ba5,195 sqft"
"6027 W Baltic Court, Lakewood, CO 80227","$900,000 ",https://www.zillow.com/homedetails/6027-W-Baltic-Ct-Lakewood-CO-80227/13787881_zpid/,31 days on Zillow From 2023-08-23,"6 bds5 ba3,763 sqft"
"2675 S Sheridan Court, Lakewood, CO 80227","$410,000 ",https://www.zillow.com/homedetails/2675-S-Sheridan-Ct-Lakewood-CO-80227/13788592_zpid/,"Price cut: $4,999 (Aug 20) From 2023-08-23","2 bds2 ba1,356 sqft"
"1917 S Routt Court, Lakewood, CO 80227","$1,150,000 ",https://www.zillow.com/homedetails/1917-S-Routt-Ct-Lakewood-CO-80227/13791981_zpid/,"Price cut: $50,000 (Aug 17) From 2023-08-23","5 bds5 ba4,448 sqft"
"2611 S Chase Lane, Lakewood, CO 80227","$800,000 ",https://www.zillow.com/homedetails/2611-S-Chase-Ln-Lakewood-CO-80227/13788382_zpid/,"Price cut: $30,000 (Aug 11) From 2023-08-23","3 bds3 ba3,082 sqft"
"1320 S Eaton Court, Lakewood, CO 80232","$594,000 ",https://www.zillow.com/homedetails/1320-S-Eaton-Ct-Lakewood-CO-80232/13785672_zpid/,Open: Wed. 8am-7:30pm From 2023-08-23,"4 bds3 ba2,818 sqft"
"1645 Yukon Street, Lakewood, CO 80214","$490,900 ",https://www.zillow.com/homedetails/1645-Yukon-St-Lakewood-CO-80214/13748154_zpid/,"Price cut: $18,100 (Aug 10) From 2023-08-23","2 bds1 ba1,160 sqft"
"1645 Taft Street, Lakewood, CO 80215","$550,000 ",https://www.zillow.com/homedetails/1645-Taft-St-Lakewood-CO-80215/13744870_zpid/,"Price cut: $49,000 (Aug 3) From 2023-08-23","4 bds3 ba2,295 sqft"
"537 S Xenon Court, Lakewood, CO 80228","$439,900 ",https://www.zillow.com/homedetails/537-S-Xenon-Ct-Lakewood-CO-80228/13775703_zpid/,33 days on Zillow From 2023-08-23,"2 bds3 ba1,603 sqft"
"840 S Vance Street Unit C, Lakewood, CO 80226","$335,000 ",https://www.zillow.com/homedetails/840-S-Vance-St-APT-C-Lakewood-CO-80226/13772063_zpid/,34 days on Zillow From 2023-08-23,2 bds1 ba740 sqft
"2337 S Garrison Court, Lakewood, CO 80227","$680,000 ",https://www.zillow.com/homedetails/2337-S-Garrison-Ct-Lakewood-CO-80227/13790670_zpid/,"Price cut: $20,000 (Aug 9) From 2023-08-23","4 bds3 ba2,858 sqft"
"7240 W Custer Avenue Unit 409, Lakewood, CO 80226","$560,000 ",https://www.zillow.com/homedetails/7240-W-Custer-Ave-UNIT-409-Lakewood-CO-80226/82298003_zpid/,"Price cut: $20,000 (Aug 10) From 2023-08-23","2 bds2 ba1,210 sqft"
"9185 W Cedar Drive Unit 2, Lakewood, CO 80226","$429,900 ",https://www.zillow.com/homedetails/9185-W-Cedar-Dr-UNIT-2-Lakewood-CO-80226/13767594_zpid/,"Price cut: $9,000 (Aug 22) From 2023-08-23","3 bds3 ba2,050 sqft"
"7464 W Evans Place, Lakewood, CO 80227","$550,000 ",https://www.zillow.com/homedetails/7464-W-Evans-Pl-Lakewood-CO-80227/338449074_zpid/,3D Tour From 2023-08-23,"3 bds3 ba1,489 sqft"
"12892 W Louisiana Avenue, Lakewood, CO 80228","$724,500 ",https://www.zillow.com/homedetails/12892-W-Louisiana-Ave-Lakewood-CO-80228/13779074_zpid/,"Price cut: $15,500 (Aug 8) From 2023-08-23","6 bds4 ba2,622 sqft"
"1465 Ames Street, Lakewood, CO 80214","$485,000 ",https://www.zillow.com/homedetails/1465-Ames-St-Lakewood-CO-80214/13759485_zpid/,"Price cut: $14,900 (Aug 11) From 2023-08-23","3 bds2 ba1,314 sqft"
"401 S Pierson Street, Lakewood, CO 80226","$799,900 ",https://www.zillow.com/homedetails/401-S-Pierson-St-Lakewood-CO-80226/13774135_zpid/,3D Tour From 2023-08-23,"5 bds3 ba2,210 sqft"
"15564 W Baker Avenue, Lakewood, CO 80228","$920,000 ",https://www.zillow.com/homedetails/15564-W-Baker-Ave-Lakewood-CO-80228/123602043_zpid/,39 days on Zillow From 2023-08-23,"4 bds4 ba3,164 sqft"
"850 Kendall Street, Lakewood, CO 80214","$735,000 ",https://www.zillow.com/homedetails/850-Kendall-St-Lakewood-CO-80214/13759961_zpid/,"Price cut: $64,000 (Aug 10) From 2023-08-23","4 bds3 ba2,734 sqft"
"1832 S Lee Street Unit E, Lakewood, CO 80232","$380,000 ",https://www.zillow.com/homedetails/1832-S-Lee-St-APT-E-Denver-CO-80232/2062184658_zpid/,40 days on Zillow From 2023-08-23,2 bds1 ba994 sqft
"1730 Ingalls Street, Lakewood, CO 80214","$410,000 ",https://www.zillow.com/homedetails/1730-Ingalls-St-Lakewood-CO-80214/13750006_zpid/,"Price cut: $15,000 (Aug 7) From 2023-08-23",2 bds1 ba674 sqft
"866 S Reed Court Unit H, Lakewood, CO 80226","$325,000 ",https://www.zillow.com/homedetails/866-S-Reed-Ct-APT-H-Lakewood-CO-80226/13771882_zpid/,40 days on Zillow From 2023-08-23,2 bds2 ba840 sqft
"2053 S Robb Way, Lakewood, CO 80227","$2,200,000 ",https://www.zillow.com/homedetails/2053-S-Robb-Way-Lakewood-CO-80227/13791659_zpid/,3D Tour From 2023-08-23,"4 bds6 ba6,848 sqft"
"2480 Hoyt Street, Lakewood, CO 80215","$799,000 ",https://www.zillow.com/homedetails/2480-Hoyt-St-Lakewood-CO-80215/13746828_zpid/,"Price cut: $16,000 (Aug 3) From 2023-08-23","3 bds2 ba2,904 sqft"
"54 Jay Street, Lakewood, CO 80226","$399,000 ",https://www.zillow.com/homedetails/54-Jay-St-Lakewood-CO-80226/13769707_zpid/,41 days on Zillow From 2023-08-23,"2 bds1 ba1,536 sqft"
"1103 S Dudley Street, Lakewood, CO 80232","$588,000 ",https://www.zillow.com/homedetails/1103-S-Dudley-St-Lakewood-CO-80232/13781559_zpid/,"Price cut: $7,000 (Aug 3) From 2023-08-23","4 bds2 ba2,178 sqft"
"1745 Quail Street Unit F, Lakewood, CO 80215","$374,000 ",https://www.zillow.com/homedetails/1745-Quail-St-F-Lakewood-CO-80215/13745942_zpid/,"Price cut: $5,000 (Jul 26) From 2023-08-23","2 bds3 ba1,224 sqft"
"9512 W Kentucky Place, Lakewood, CO 80226","$699,900 ",https://www.zillow.com/homedetails/9512-W-Kentucky-Pl-Lakewood-CO-80226/13773203_zpid/,"Price cut: $20,000 (Aug 10) From 2023-08-23","4 bds3 ba2,967 sqft"
"1627 S Dover Court, Lakewood, CO 80232","$610,000 ",https://www.zillow.com/homedetails/1627-S-Dover-Ct-Lakewood-CO-80232/13783029_zpid/,"Price cut: $5,000 (Aug 18) From 2023-08-23","4 bds2 ba2,325 sqft"
"2110 Urban Drive, Lakewood, CO 80215","$875,000 ",https://www.zillow.com/homedetails/2110-Urban-Dr-Lakewood-CO-80215/13744096_zpid/,Open: Sat. 12-2pm From 2023-08-23,"4 bds3 ba2,580 sqft"
"701 Harlan Street Unit E55, Lakewood, CO 80214","$414,000 ",https://www.zillow.com/homedetails/701-Harlan-St-UNIT-E55-Lakewood-CO-80214/13760073_zpid/,"Price cut: $1,000 (Aug 17) From 2023-08-23","2 bds2 ba1,400 sqft"
"1645 Lee Street, Lakewood, CO 80215","$627,000 ",https://www.zillow.com/homedetails/1645-Lee-St-Lakewood-CO-80215/13746323_zpid/,"Price cut: $8,000 (Aug 21) From 2023-08-23","5 bds2 ba2,132 sqft"
"139 Depew Street, Lakewood, CO 80226","$475,000 ",https://www.zillow.com/homedetails/139-Depew-St-Lakewood-CO-80226/51407739_zpid/,3D Tour From 2023-08-23,"3 bds3 ba1,629 sqft"
"6200 W 10th Avenue, Lakewood, CO 80214","$339,000 ",https://www.zillow.com/homedetails/6200-W-10th-Ave-Lakewood-CO-80214/13759935_zpid/,54 days on Zillow From 2023-08-23,2 bds1 ba764 sqft
"12405 W 19th Place, Lakewood, CO 80215","$1,649,000 ",https://www.zillow.com/homedetails/12405-W-19th-Pl-Lakewood-CO-80215/13744549_zpid/,"Price cut: $50,000 (Aug 10) From 2023-08-23","5 bds4 ba5,000 sqft"
"5029 S Allison Way, Littleton, CO 80123","$1,095,000 ",https://www.zillow.com/homedetails/5029-S-Allison-Way-Littleton-CO-80123/79987426_zpid/,"Price cut: $90,000 (Aug 15) From 2023-08-23","3 bds3 ba4,154 sqft"
"9960 W Jewell Avenue Unit C, Lakewood, CO 80232","$575,000 ",https://www.zillow.com/homedetails/9960-W-Jewell-Ave-UNIT-C-Lakewood-CO-80232/68064235_zpid/,3D Tour From 2023-08-23,"3 bds3 ba1,961 sqft"
"1858 S Cole Street, Lakewood, CO 80228","$524,000 ",https://www.zillow.com/homedetails/1858-S-Cole-St-Lakewood-CO-80228/13778379_zpid/,"Price cut: $5,000 (Aug 4) From 2023-08-23","3 bds3 ba1,863 sqft"
"1375 Lee Street, Lakewood, CO 80215","$720,000 ",https://www.zillow.com/homedetails/1375-Lee-St-Lakewood-CO-80215/13762299_zpid/,3D Tour From 2023-08-23,"5 bds3 ba2,625 sqft"
"30 S Jay Street, Lakewood, CO 80226","$507,000 ",https://www.zillow.com/homedetails/30-S-Jay-St-Lakewood-CO-80226/13769572_zpid/,"Price cut: $18,000 (Jul 18) From 2023-08-23","2 bds3 ba1,317 sqft"
"875 Estes Street, Lakewood, CO 80215","$695,000 ",https://www.zillow.com/homedetails/875-Estes-St-Lakewood-CO-80215/13761993_zpid/,"Price cut: $30,000 (Aug 3) From 2023-08-23","4 bds2 ba2,588 sqft"
"7128 W Arlington Way, Littleton, CO 80123","$895,000 ",https://www.zillow.com/homedetails/7128-W-Arlington-Way-Littleton-CO-80123/13812706_zpid/,3D Tour From 2023-08-23,"4 bds3 ba3,030 sqft"
"701 Harlan Street Unit E10, Lakewood, CO 80214","$349,990 ",https://www.zillow.com/homedetails/701-Harlan-St-UNIT-E10-Lakewood-CO-80214/13760108_zpid/,"Price cut: $10,010 (Jul 29) From 2023-08-23","2 bds2 ba1,050 sqft"
"6727 W Yale Avenue, Lakewood, CO 80227","$554,900 ",https://www.zillow.com/homedetails/6727-W-Yale-Ave-Lakewood-CO-80227/82591627_zpid/,"Price cut: $5,000 (Aug 23) From 2023-08-23","3 bds3 ba2,083 sqft"
"1576 Ames Street, Lakewood, CO 80214","$690,000 ",https://www.zillow.com/homedetails/1576-Ames-St-Lakewood-CO-80214/13750334_zpid/,"Price cut: $85,000 (Aug 11) From 2023-08-23","3 bds1 ba1,288 sqft"
"2126 Youngfield Street, Lakewood, CO 80228","$699,900 ",https://www.zillow.com/homedetails/2126-S-Youngfield-St-Denver-CO-80228/2057086722_zpid/,65 days on Zillow From 2023-08-23,"3 bds4 ba1,885 sqft"
"13980 W Exposition Place, Lakewood, CO 80228","$1,795,000 ",https://www.zillow.com/homedetails/13980-W-Exposition-Pl-Lakewood-CO-80228/13777623_zpid/,67 days on Zillow From 2023-08-23,"4 bds4 ba5,890 sqft"
"526 S Carr Street, Lakewood, CO 80226","$381,500 ",https://www.zillow.com/homedetails/526-S-Carr-St-Lakewood-CO-80226/13772479_zpid/,67 days on Zillow From 2023-08-23,"3 bds2 ba1,150 sqft"
"13002 W Asbury Place, Lakewood, CO 80228","$649,000 ",https://www.zillow.com/homedetails/13002-W-Asbury-Pl-Lakewood-CO-80228/13792523_zpid/,"Price cut: $16,000 (Aug 11) From 2023-08-23","4 bds3 ba2,624 sqft"
"1830 Garland Street, Lakewood, CO 80215","$3,500,000 ",https://www.zillow.com/homedetails/1830-Garland-St-Lakewood-CO-80215/13746991_zpid/,"Price cut: $200,000 (Aug 3) From 2023-08-23","6 bds6 ba4,822 sqft"
"7486 W Asbury Lane, Lakewood, CO 80227","$529,000 ",https://www.zillow.com/homedetails/7486-W-Asbury-Ln-Lakewood-CO-80227/338449082_zpid/,3D Tour From 2023-08-23,"2 bds3 ba1,375 sqft"
"177 S Reed Street, Lakewood, CO 80226","$570,000 ",https://www.zillow.com/homedetails/177-S-Reed-St-Lakewood-CO-80226/13768889_zpid/,3D Tour From 2023-08-23,"5 bds2 ba2,012 sqft"
"11322 W Baltic Court, Lakewood, CO 80227","$1,999,998 ",https://www.zillow.com/homedetails/11322-W-Baltic-Ct-Lakewood-CO-80227/13791655_zpid/,Open: Sat. 1-3pm From 2023-08-23,"5 bds5 ba7,184 sqft"
"8750 W Dakota Avenue, Lakewood, CO 80226","$799,000 ",https://www.zillow.com/homedetails/8750-W-Dakota-Ave-Lakewood-CO-80226/13772286_zpid/,"Price cut: $26,000 (Aug 20) From 2023-08-23","3 bds2 ba2,936 sqft"
"12034 W Auburn Drive, Lakewood, CO 80228","$1,149,900 ",https://www.zillow.com/homedetails/12034-W-Auburn-Dr-Lakewood-CO-80228/13793045_zpid/,"Price cut: $50,000 (Jul 20) From 2023-08-23","4 bds4 ba4,894 sqft"
"400 Zang Street Unit 1-104, Lakewood, CO 80228","$375,000 ",https://www.zillow.com/homedetails/400-Zang-St-APT-1-104-Lakewood-CO-80228/13765813_zpid/,"Price cut: $4,000 (Aug 15) From 2023-08-23","2 bds2 ba1,072 sqft"
"2400 S Garland Court, Lakewood, CO 80227","$650,000 ",https://www.zillow.com/homedetails/2400-S-Garland-Ct-Lakewood-CO-80227/13790694_zpid/,"Price cut: $10,000 (Aug 19) From 2023-08-23","3 bds3 ba2,148 sqft"
"2117 S Saulsbury Court, Lakewood, CO 80227","$888,000 ",https://www.zillow.com/homedetails/2117-S-Saulsbury-Ct-Lakewood-CO-80227/131684712_zpid/,"Price cut: $11,000 (Jul 15) From 2023-08-23","4 bds4 ba4,247 sqft"
"864 S Lewis Street, Lakewood, CO 80226","$675,000 ",https://www.zillow.com/homedetails/864-S-Lewis-St-Lakewood-CO-80226/13774852_zpid/,"Price cut: $20,000 (Jul 21) From 2023-08-23","4 bds3 ba2,202 sqft"
"1512 Ingalls Street, Lakewood, CO 80214","$875,000 ",https://www.zillow.com/homedetails/1512-Ingalls-St-Lakewood-CO-80214/334526129_zpid/,82 days on Zillow From 2023-08-23,"4 bds4 ba2,330 sqft"
"1514 Ingalls Street, Lakewood, CO 80214","$795,000 ",https://www.zillow.com/homedetails/1514-Ingalls-St-Lakewood-CO-80214/334526605_zpid/,82 days on Zillow From 2023-08-23,"2 bds4 ba1,789 sqft"
"7168 W Jewell Drive, Lakewood, CO 80227","$889,000 ",https://www.zillow.com/homedetails/7168-W-Jewell-Dr-Lakewood-CO-80227/131685133_zpid/,3D Tour From 2023-08-23,"3 bds3 ba3,322 sqft"
"Oxford Plan, Green Gables : The Monarch Collection","$741,900+",https://www.zillow.com/community/green-gables-monarch-collection/2057417209_zpid/,3D Tour From 2023-08-23,"3 bds2 ba1,749 sqft"
"Ascott Plan, Green Gables : The Monarch Collection","$796,900+",https://www.zillow.com/community/green-gables-monarch-collection/2057417210_zpid/,3D Tour From 2023-08-23,"3 bds3 ba2,301 sqft"
"Devon Plan, Green Gables : The Monarch Collection","$766,900+",https://www.zillow.com/community/green-gables-monarch-collection/2057417211_zpid/,3D Tour From 2023-08-23,"3 bds2 ba1,988 sqft"
"Snowmass Plan, Green Gables : The Monarch Collection","$682,900+",https://www.zillow.com/community/green-gables-monarch-collection/2057417212_zpid/,3D Tour From 2023-08-23,"3 bds2 ba1,366 sqft"
"830 S Harlan Street, Lakewood, CO 80226","$665,000 ",https://www.zillow.com/homedetails/830-S-Harlan-St-Lakewood-CO-80226/13771343_zpid/,"Price cut: $10,000 (Aug 12) From 2023-08-23","4 bds2 ba1,597 sqft"
"11257 W Ford Drive, Lakewood, CO 80226","$879,000 ",https://www.zillow.com/homedetails/11257-W-Ford-Dr-Lakewood-CO-80226/13774769_zpid/,"Price cut: $20,000 (Aug 4) From 2023-08-23","4 bds4 ba3,801 sqft"
"4033 S Teller Street, Lakewood, CO 80235","$627,694 ",https://www.zillow.com/homedetails/4033-S-Teller-St-Lakewood-CO-80235/338450801_zpid/,Open: Fri. 12-5pm From 2023-08-23,"3 bds3 ba1,560 sqft"
"2105 Teller Street, Lakewood, CO 80214","$475,000 ",https://www.zillow.com/homedetails/2105-Teller-St-Lakewood-CO-80214/13747469_zpid/,"Price cut: $14,000 (Jun 8) From 2023-08-23",2 bds1 ba680 sqft
"2156 Youngfield Street, Lakewood, CO 80228","$699,900 ",https://www.zillow.com/homedetails/2156-S-Youngfield-St-Denver-CO-80228/2057726657_zpid/,107 days on Zillow From 2023-08-23,"3 bds4 ba1,885 sqft"
"340 S Pierce Street, Lakewood, CO 80226","$600,000 ",https://www.zillow.com/homedetails/340-S-Pierce-St-Lakewood-CO-80226/13770713_zpid/,"Price cut: $150,000 (Jul 29) From 2023-08-23","3 bds2 ba1,392 sqft"
"10180 W 17th Place, Lakewood, CO 80215","$679,000 ",https://www.zillow.com/homedetails/10180-W-17th-Pl-Lakewood-CO-80215/13746296_zpid/,"Price cut: $16,000 (Aug 10) From 2023-08-23","4 bds3 ba2,796 sqft"
"12741 W Asbury Place, Lakewood, CO 80228","$765,000 ",https://www.zillow.com/homedetails/12741-W-Asbury-Pl-Lakewood-CO-80228/13792230_zpid/,3D Tour From 2023-08-23,"3 bds3 ba2,388 sqft"
"9995 W Wesley Ave, Lakewood, CO 80227","$759,900 ",https://www.zillow.com/homedetails/9995-W-Wesley-Ave-Lakewood-CO-80227/13790205_zpid/,115 days on Zillow From 2023-08-23,"3 bds1 ba1,027 sqft"
"7243 W Pacific Avenue, Lakewood, CO 80227","$695,000 ",https://www.zillow.com/homedetails/7243-W-Pacific-Ave-Lakewood-CO-80227/131685279_zpid/,3D Tour From 2023-08-23,"3 bds4 ba2,879 sqft"
"890 S Garrison Street, Lakewood, CO 80226","$649,000 ",https://www.zillow.com/homedetails/890-S-Garrison-St-Lakewood-CO-80226/13773362_zpid/,3D Tour From 2023-08-23,"3 bds3 ba1,794 sqft"
"The Coventry Plan, Pinehurst Terrace at Academy Park","$704,950+",https://www.zillow.com/community/pinehurst-terrace-at-academy-park/2058050242_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,774 sqft"
"The Bristol Plan, Pinehurst Terrace at Academy Park","$662,450+",https://www.zillow.com/community/pinehurst-terrace-at-academy-park/2058050243_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,560 sqft"
"1611 Harlan Street Unit 5, Lakewood, CO 80214","$738,900 ",https://www.zillow.com/homedetails/1611-Harlan-St-UNIT-5-Lakewood-CO-80214/249094790_zpid/,3D Tour From 2023-08-23,"3 bds4 ba1,704 sqft"
"1873 S Marshall Circle, Lakewood, CO 80232","$754,999 ",https://www.zillow.com/homedetails/1873-S-Marshall-Cir-Lakewood-CO-80232/13786878_zpid/,"Price cut: $5,001 (Jul 11) From 2023-08-23","3 bds3 ba3,684 sqft"
"5357 S Saulsbury Way, Littleton, CO 80123","$730,000 ",https://www.zillow.com/homedetails/5357-S-Saulsbury-Way-Littleton-CO-80123/13812704_zpid/,"Price cut: $20,000 (Aug 3) From 2023-08-23","3 bds3 ba3,164 sqft"
"7146 W Belmont Drive, Littleton, CO 80123","$825,000 ",https://www.zillow.com/homedetails/7146-W-Belmont-Dr-Littleton-CO-80123/13812726_zpid/,"Price cut: $25,000 (Aug 9) From 2023-08-23","3 bds3 ba3,404 sqft"
"4069 S Teller Street, Lakewood, CO 80235","$690,552 ",https://www.zillow.com/homedetails/4069-S-Teller-St-Lakewood-CO-80235/338450817_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,774 sqft"
"4047 S Teller Street, Lakewood, CO 80235","$616,566 ",https://www.zillow.com/homedetails/4047-S-Teller-St-Lakewood-CO-80235/338450796_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,560 sqft"
"4059 S Teller Street, Lakewood, CO 80235","$698,351 ",https://www.zillow.com/homedetails/4059-S-Teller-St-Lakewood-CO-80235/338450822_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,774 sqft"
"4053 S Teller Street, Lakewood, CO 80235","$647,066 ",https://www.zillow.com/homedetails/4053-S-Teller-St-Lakewood-CO-80235/338450793_zpid/,Open: Fri. 12-5pm From 2023-08-23,"3 bds3 ba1,565 sqft"
"4045 S Teller Street, Lakewood, CO 80235","$666,266 ",https://www.zillow.com/homedetails/4045-S-Teller-St-Lakewood-CO-80235/338450797_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,774 sqft"
"2659 Simms Street, Lakewood, CO 80215","$995,000 ",https://www.zillow.com/homedetails/2659-Simms-St-Lakewood-CO-80215/13742661_zpid/,3D Tour From 2023-08-23,"4 bds3 ba3,167 sqft"
"1581 S Ames Street, Lakewood, CO 80232","$549,000 ",https://www.zillow.com/homedetails/1581-S-Ames-St-Lakewood-CO-80232/13786921_zpid/,186 days on Zillow From 2023-08-23,"5 bds3 ba2,158 sqft"
"4039 S Teller Street, Lakewood, CO 80235","$624,950 ",https://www.zillow.com/homedetails/4039-S-Teller-St-Lakewood-CO-80235/338450798_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,774 sqft"
"4031 S Teller Street, Lakewood, CO 80235","$764,469 ",https://www.zillow.com/homedetails/4031-S-Teller-St-Lakewood-CO-80235/338450802_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,774 sqft"
"13561 W Alaska Place W, Lakewood, CO 80228","$765,000 ",https://www.zillow.com/homedetails/13561-W-Alaska-Pl-Lakewood-CO-80228/13777055_zpid/,218 days on Zillow From 2023-08-23,"4 bds3 ba2,442 sqft"
"9133 W Cedar Drive Unit A, Lakewood, CO 80226","$519,000 ",https://www.zillow.com/homedetails/9133-W-Cedar-Dr-UNIT-A-Lakewood-CO-80226/13767686_zpid/,268 days on Zillow From 2023-08-23,"4 bds3 ba2,293 sqft"
"4075 S Teller Street, Lakewood, CO 80235","$699,950 ",https://www.zillow.com/homedetails/4075-S-Teller-St-Lakewood-CO-80235/338450816_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,774 sqft"
"4049 S Teller Street, Lakewood, CO 80235","$611,566 ",https://www.zillow.com/homedetails/4049-S-Teller-St-Lakewood-CO-80235/338450795_zpid/,Open: M: 10:00 AM-5:00 ... From 2023-08-23,"3 bds3 ba1,560 sqft"
